b,22.08,2.335,u,g,k,v,0.75,f,f,0,f,g,00180,0,-
b,26.83,0.54,u,g,k,ff,0.0,f,f,0,f,g,00100,0,-
a,40.33,8.125,y,p,k,v,0.165,f,t,2,f,g,00000,18,-
b,25.92,0.875,u,g,k,v,0.375,f,t,2,t,g,00174,3,-
b,17.25,3.0,u,g,k,v,0.04,f,f,0,t,g,00160,40,-
b,25.58,0.335,u,g,k,h,3.5,f,f,0,t,g,00340,0,-
b,23.17,0.625,u,g,k,v,0.25,f,f,0,f,g,00380,2010,-
b,35.58,0.75,u,g,k,v,1.5,f,f,0,t,g,00231,0,-
b,22.08,11.46,u,g,k,v,1.585,f,f,0,t,g,00100,1212,-
b,32.33,3.5,u,g,k,v,0.5,f,f,0,t,g,00232,0,-
b,29.83,1.25,y,p,k,v,0.25,f,f,0,f,g,00224,0,-
b,38.25,10.125,y,p,k,v,0.125,f,f,0,f,g,00160,0,-
b,19.5,0.29,u,g,k,v,0.29,f,f,0,f,g,00280,364,-
b,23.08,0.0,u,g,k,v,1.0,f,t,11,f,s,00000,0,-
b,28.17,0.125,y,p,k,v,0.085,f,f,0,f,g,00216,2100,-
b,20.0,1.25,y,p,k,v,0.125,f,f,0,f,g,00140,4,-
a,21.92,11.665,u,g,k,h,0.085,f,f,0,f,g,00320,5,-
b,48.08,6.04,u,g,k,v,0.04,f,f,0,f,g,00000,2690,+
b,38.92,1.75,u,g,k,v,0.5,f,f,0,t,g,00300,2,-
a,42.25,1.75,y,p,k,v,0.0,f,f,0,t,g,00150,1,-
b,32.42,2.165,y,p,k,ff,0.0,f,f,0,f,g,00120,0,-
b,16.92,0.335,y,p,k,v,0.29,f,f,0,f,s,00200,0,-
b,23.5,3.165,y,p,k,v,0.415,f,t,1,t,g,00280,80,-
a,23.58,11.5,y,p,k,h,3.0,f,f,0,t,g,00020,16,-
b,27.75,1.29,u,g,k,h,0.25,f,f,0,t,s,00140,0,-
b,22.25,0.46,u,g,k,v,0.125,f,f,0,t,g,00280,55,-
a,45.0,4.585,u,g,k,h,1.0,f,f,0,t,s,00240,0,-
b,26.17,12.5,y,p,k,h,1.25,f,f,0,t,g,00000,17,-
a,29.58,1.75,y,p,k,v,1.25,f,f,0,t,g,00280,0,-
