b,23.25,12.625,u,g,c,v,0.125,f,t,2,f,g,00000,5552,-
b,47.33,6.5,u,g,c,v,1.0,f,f,0,t,g,00000,228,-
b,39.5,1.625,u,g,c,v,1.5,f,f,0,f,g,00000,316,-
a,39.08,4.0,u,g,c,v,3.0,f,f,0,f,g,00480,0,-
b,18.83,0.415,y,p,c,v,0.165,f,t,1,f,g,00200,1,-
b,23.92,0.665,u,g,c,v,0.165,f,f,0,f,g,00100,0,+
b,29.42,1.25,u,g,c,h,0.25,f,t,2,t,g,00400,108,-
b,23.17,0.0,u,g,c,h,0.0,f,f,0,f,p,00312,0,+
a,21.75,11.75,u,g,c,v,0.25,f,f,0,t,g,00180,0,-
a,22.67,7.0,u,g,c,v,0.165,f,f,0,f,g,00160,0,-
b,35.0,3.375,u,g,c,h,8.29,f,f,0,t,g,00000,0,-
b,32.33,2.5,u,g,c,v,1.25,f,f,0,t,g,00280,0,-
b,16.5,0.125,u,g,c,v,0.165,f,f,0,f,g,00132,0,-
b,25.17,3.0,u,g,c,v,1.25,f,t,1,f,g,00000,22,-
a,17.92,0.54,u,g,c,v,1.75,f,t,1,t,g,00080,5,-
b,22.67,0.165,u,g,c,j,2.25,f,f,0,t,s,00000,0,+
b,38.42,0.705,u,g,c,v,0.375,f,t,2,f,g,00225,500,-
b,21.17,0.875,y,p,c,h,0.25,f,f,0,f,g,00280,204,-
a,33.25,2.5,y,p,c,v,2.5,f,f,0,t,g,00000,2,-
b,18.17,2.46,u,g,c,n,0.96,f,t,2,t,g,00160,587,-
b,29.83,3.5,u,g,c,v,0.165,f,f,0,f,g,00216,0,-
b,25.67,0.29,y,p,c,v,1.5,f,f,0,t,g,00160,0,-
b,24.58,1.25,u,g,c,v,0.25,f,f,0,f,g,00110,0,-
b,23.58,1.79,u,g,c,v,0.54,f,f,0,t,g,00136,1,-
b,44.83,7.0,y,p,c,v,1.625,f,f,0,f,g,00160,2,-
a,38.33,4.415,u,g,c,v,0.125,f,f,0,f,g,00160,0,-
a,24.5,2.415,y,p,c,v,0.0,f,f,0,f,g,00120,0,-
b,23.42,1.0,u,g,c,v,0.5,f,f,0,t,s,00280,0,-
b,21.17,0.0,u,g,c,v,0.5,f,f,0,t,s,00000,0,-
b,25.67,3.25,u,g,c,h,2.29,f,t,1,t,g,00416,21,-
a,22.67,0.75,u,g,c,v,2.0,f,t,2,t,g,00200,394,-
b,20.67,0.835,y,p,c,v,2.0,f,f,0,t,s,00240,0,-
b,18.17,10.25,u,g,c,h,1.085,f,f,0,f,g,00320,13,-
a,19.58,0.665,y,p,c,v,1.0,f,t,1,f,g,02000,2,-
a,24.5,1.75,y,p,c,v,0.165,f,f,0,f,g,00132,0,-
b,17.67,4.46,u,g,c,v,0.25,f,f,0,f,s,00080,0,-
b,19.33,10.915,u,g,c,bb,0.585,f,t,2,t,g,00200,7,-
b,58.58,2.71,u,g,c,v,2.415,f,f,0,t,g,00320,0,-
b,22.17,12.125,u,g,c,v,3.335,f,t,2,t,g,00180,173,-
b,17.08,0.085,y,p,c,v,0.04,f,f,0,f,g,00140,722,-
b,33.67,2.165,u,g,c,v,1.5,f,f,0,f,p,00120,0,-
a,20.08,1.25,u,g,c,v,0.0,f,f,0,f,g,00000,0,-
b,34.08,2.5,u,g,c,v,1.0,f,f,0,f,g,00460,16,-
b,16.17,0.04,u,g,c,v,0.04,f,f,0,f,g,00000,0,+
b,23.75,0.415,y,p,c,v,0.04,f,t,2,f,g,00128,6,-
b,23.75,12.0,u,g,c,v,2.085,f,f,0,f,s,00080,0,-
b,19.0,1.75,y,p,c,v,2.335,f,f,0,t,g,00112,6,-
a,20.83,8.5,u,g,c,v,0.165,f,f,0,f,g,00000,351,-
a,15.75,0.375,u,g,c,v,1.0,f,f,0,f,g,00120,18,-
a,25.58,0.0,u,g,c,j,0.0,f,f,0,f,p,00000,0,+
b,21.17,0.25,y,p,c,h,0.25,f,f,0,f,g,00280,204,-
b,20.67,0.415,u,g,c,v,0.125,f,f,0,f,g,00000,44,-
a,28.58,3.75,u,g,c,v,0.25,f,t,1,t,g,00040,154,-
b,20.0,11.045,u,g,c,v,2.0,f,f,0,t,g,00136,0,-
