a,33.92,1.585,y,p,ff,ff,0.0,t,f,0,f,g,00320,0,-
a,28.67,1.04,u,g,c,v,2.5,t,t,5,t,g,00300,1430,+
b,37.75,7.0,u,g,q,h,11.5,t,t,7,t,g,00300,5,-
b,41.17,4.04,u,g,cc,h,7.0,t,t,8,f,g,00320,0,+
b,28.25,0.875,u,g,m,v,0.96,t,t,3,t,g,00396,0,+
b,25.75,0.75,u,g,c,bb,0.25,t,f,0,f,g,00349,23,+
b,39.33,5.875,u,g,cc,h,10.0,t,t,14,t,g,00399,0,+
b,44.33,0.5,u,g,i,h,5.0,t,f,0,t,g,00320,0,+
a,25.17,2.875,u,g,x,h,0.875,t,f,0,f,g,00360,0,+
a,20.5,11.835,u,g,c,h,6.0,t,f,0,f,g,00340,0,+
b,27.0,0.75,u,g,c,h,4.25,t,t,3,t,g,00312,150,+
b,43.08,0.375,y,p,c,v,0.375,t,t,8,t,g,00300,162,+
b,36.67,4.415,y,p,k,v,0.25,t,t,10,t,g,00320,0,+
b,48.58,6.5,u,g,q,h,6.0,t,f,0,t,g,00350,0,+
a,39.83,3.5,u,g,d,v,3.0,t,f,0,t,g,00300,0,-
b,57.83,7.04,u,g,m,v,14.0,t,t,6,t,g,00360,1332,+
b,23.0,0.75,u,g,m,v,0.5,t,f,0,t,s,00320,0,-
a,29.5,0.46,u,g,k,v,0.54,t,t,4,f,g,00380,500,+
b,16.08,0.75,u,g,c,v,1.75,t,t,5,t,g,00352,690,+
b,33.17,3.165,y,p,x,v,3.165,t,t,3,t,g,00380,0,+
b,32.08,4.0,u,g,m,v,2.5,t,f,0,t,g,00360,0,+
b,31.92,4.46,u,g,cc,h,6.04,t,t,3,f,g,00311,300,+
a,47.25,0.75,u,g,q,h,2.75,t,t,1,f,g,00333,892,+
b,23.25,1.0,u,g,c,v,0.835,t,f,0,f,s,00300,0,+
b,29.17,3.5,u,g,w,v,3.5,t,t,3,t,g,00329,0,-
b,32.0,1.75,y,p,e,h,0.04,t,f,0,t,g,00393,0,+
b,33.17,1.0,u,g,x,v,0.75,t,t,7,t,g,00340,4071,+
b,25.08,1.71,u,g,x,v,1.665,t,t,1,t,g,00395,20,+
b,27.58,2.04,y,p,aa,v,2.0,t,t,3,t,g,00370,560,+
b,28.67,9.335,u,g,q,h,5.665,t,t,6,f,g,00381,168,+
b,29.58,4.5,u,g,w,v,7.5,t,t,2,t,g,00330,0,+
b,30.17,6.5,u,g,cc,v,3.125,t,t,8,f,g,00330,1200,+
a,28.75,3.75,u,g,c,v,1.085,t,t,1,t,g,00371,0,+
