a,27.25,0.29,u,g,m,h,0.125,f,t,1,t,g,00272,108,-
b,30.58,2.71,y,p,m,v,0.125,f,f,0,t,s,00080,0,-
b,42.83,1.25,u,g,m,v,13.875,f,t,1,t,g,00352,112,-
b,22.92,0.17,u,g,m,v,0.085,f,f,0,f,s,00000,0,-
b,18.08,6.75,y,p,m,v,0.04,f,f,0,f,g,00140,0,-
b,24.75,0.54,u,g,m,v,1.0,f,f,0,t,g,00120,1,-
b,40.58,3.29,u,g,m,v,3.5,f,f,0,t,s,00400,0,-
b,22.5,11.5,y,p,m,v,1.5,f,f,0,t,g,00000,4000,-
b,19.17,0.0,y,p,m,bb,0.0,f,f,0,t,s,00500,1,+
a,27.58,3.0,u,g,m,v,2.79,f,t,1,t,g,00280,10,-
b,24.08,0.875,u,g,m,v,0.085,f,t,4,f,g,00254,1950,-
b,23.0,0.75,u,g,m,v,0.5,f,f,0,t,s,00320,0,-
b,40.92,0.5,y,p,m,v,0.5,f,f,0,t,g,00130,0,-
b,39.42,1.71,y,p,m,v,0.165,f,f,0,f,s,00400,0,-
b,31.83,0.04,y,p,m,v,0.04,f,f,0,f,g,00000,0,-
b,34.67,1.08,u,g,m,v,1.165,f,f,0,f,s,00028,0,-
b,29.58,4.75,u,g,m,v,2.0,f,t,1,t,g,00460,68,-
