b,44.25,0.5,u,g,m,v,10.75,t,f,0,f,s,00400,0,-
b,27.67,13.75,u,g,w,v,5.75,t,f,0,t,g,00487,500,+
b,32.67,5.5,u,g,q,h,5.5,t,t,12,t,g,00408,1000,+
b,47.67,2.5,u,g,m,bb,2.5,t,t,12,t,g,00410,2510,+
b,32.25,0.165,y,p,c,h,3.25,t,t,1,t,g,00432,8000,+
b,34.83,4.0,u,g,d,bb,12.5,t,f,0,t,g,00420,0,-
b,42.0,0.205,u,g,i,h,5.125,t,f,0,f,g,00400,0,+
a,25.75,0.5,u,g,c,h,0.875,t,f,0,t,g,00491,0,+
b,32.33,7.5,u,g,e,bb,1.585,t,f,0,t,s,00420,0,-
a,46.67,0.46,u,g,cc,h,0.415,t,t,11,t,g,00440,6,+
b,23.33,1.5,u,g,c,h,1.415,t,f,0,f,g,00422,200,+
a,28.58,1.665,u,g,q,v,2.415,t,f,0,t,g,00440,0,-
a,32.33,0.54,u,g,cc,v,0.04,t,f,0,f,g,00440,11177,+
a,24.58,0.67,u,g,aa,h,1.75,t,f,0,f,g,00400,0,-
b,37.42,2.04,u,g,w,v,0.04,t,f,0,t,g,00400,5800,+
b,27.83,1.5,u,g,w,v,2.0,t,t,11,t,g,00434,35,+
b,34.08,6.5,u,g,aa,v,0.125,t,f,0,t,g,00443,0,-
b,28.25,5.125,u,g,x,v,4.75,t,t,2,f,g,00420,7,+
a,25.0,12.33,u,g,cc,h,3.5,t,t,6,f,g,00400,458,+
b,39.17,1.71,u,g,x,v,0.125,t,t,5,t,g,00480,0,+
