b,25.83,12.835,u,g,cc,v,0.5,f,f,0,f,g,00000,2,-
b,32.08,4.0,y,p,cc,v,1.5,f,f,0,t,g,00120,0,-
a,33.67,0.375,u,g,cc,v,0.375,f,f,0,f,g,00300,44,+
b,21.58,0.79,y,p,cc,v,0.665,f,f,0,f,g,00160,0,-
a,18.08,0.375,l,gg,cc,ff,10.0,f,f,0,t,s,00300,0,+
b,34.75,2.5,u,g,cc,bb,0.5,f,f,0,f,g,00348,0,-
b,23.92,0.585,y,p,cc,h,0.125,f,f,0,f,g,00240,1,-
b,37.33,2.665,u,g,cc,v,0.165,f,f,0,t,g,00000,501,-
b,30.67,2.5,u,g,cc,h,2.25,f,f,0,t,s,00340,0,-
b,33.17,2.25,y,p,cc,v,3.5,f,f,0,t,g,00200,141,-
b,26.17,0.835,u,g,cc,v,1.165,f,f,0,f,g,00100,0,-
