b,22.17,0.585,y,p,ff,ff,0.0,f,f,0,f,g,00100,0,-
a,23.58,0.585,y,p,ff,ff,0.125,f,f,0,f,g,00120,87,-
b,23.08,2.5,u,g,ff,ff,0.085,f,f,0,t,g,00100,4208,-
b,69.17,9.0,u,g,ff,ff,4.0,f,t,1,f,g,00070,6,-
a,17.67,11.25,u,g,ff,ff,0.0,f,f,0,f,g,00086,5200,-
b,49.17,2.29,u,g,ff,ff,0.29,f,f,0,f,g,00200,3,-
a,16.08,0.335,u,g,ff,ff,0.0,f,t,1,f,g,00160,126,-
b,51.83,3.0,y,p,ff,ff,1.5,f,f,0,f,g,00180,4,-
a,27.33,1.665,u,g,ff,ff,0.0,f,f,0,f,g,00340,1,-
b,50.75,0.585,u,g,ff,ff,0.0,f,f,0,f,g,00145,0,-
b,31.25,2.835,u,g,ff,ff,0.0,f,t,5,f,g,00176,146,-
b,23.5,2.75,u,g,ff,ff,4.5,f,f,0,f,g,00160,25,-
a,52.17,0.0,y,p,ff,ff,0.0,f,f,0,f,g,00000,0,-
a,25.25,13.5,y,p,ff,ff,2.0,f,t,1,t,g,00200,1,-
a,36.58,0.29,u,g,ff,ff,0.0,f,t,10,f,g,00200,18,-
a,17.58,1.5,u,g,ff,ff,0.0,f,t,2,t,g,00200,105,-
b,32.25,14.0,y,p,ff,ff,0.0,f,t,2,f,g,00160,1,-
b,51.83,2.04,y,p,ff,ff,1.5,f,f,0,f,g,00120,1,-
a,38.75,1.5,u,g,ff,ff,0.0,f,f,0,f,g,00076,0,-
a,53.33,0.165,u,g,ff,ff,0.0,f,f,0,t,s,00062,27,-
b,19.58,0.585,u,g,ff,ff,0.0,f,t,3,f,g,00350,769,-
a,27.17,1.25,u,g,ff,ff,0.0,f,t,1,f,g,00092,300,-
b,18.83,3.54,y,p,ff,ff,0.0,f,f,0,t,g,00180,1,-
b,24.58,13.5,y,p,ff,ff,0.0,f,f,0,f,g,00340,0,-
b,19.0,0.0,y,p,ff,ff,0.0,f,t,4,f,g,00045,1,-
b,18.58,10.29,u,g,ff,ff,0.415,f,f,0,f,g,00080,0,-
a,17.92,10.21,u,g,ff,ff,0.0,f,f,0,f,g,00000,50,-
b,39.58,5.0,u,g,ff,ff,0.0,f,t,2,f,g,00017,1,-
a,57.58,2.0,u,g,ff,ff,6.5,f,t,1,f,g,00000,10,-
a,31.92,3.125,u,g,ff,ff,3.04,f,t,2,t,g,00200,4,-
b,36.08,2.54,u,g,ff,ff,0.0,f,f,0,f,g,00000,1000,-
a,21.08,5.0,y,p,ff,ff,0.0,f,f,0,f,g,00000,0,-
a,56.83,4.25,y,p,ff,ff,5.0,f,f,0,t,g,00000,4,-
a,69.5,6.0,u,g,ff,ff,0.0,f,f,0,f,s,00000,0,-
